thread_url,userid,timestamp,post_text
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/msi-gtx-1070-ti-gaming-rgb-controls-5807475.html,154272,2018-04-16T10:39,"Update: MSI informed me so far, it's working as it's supposed to be. :/ Which I find it quite strange when on Gaming App, the RGB(rainbow) option is more fluid in transition. Not like now, ""Breathing + RGB"". Will continue to psycho them; Hopefully they'll where we are coming from."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,154272,2013-02-28T10:43,"Hi all, Just received news of the change in MSI notebook service center. Thought I'd update here : With effect from 14th Oct 2015 : For Notebook, AIO, Barebones, Cubi Service Center Ixsun Pte Ltd Address: No 6 Harper Road #02-01 Leong Huat Building Singapore 369674 (Next to Tai Seng MRT) Working Hours: Monday - Friday: 9:00am - 6:00pm Sat: 9:00am - 1:00pm Tel: +65 6281 1933 Fax: +65 6281 1912 email: support_msi@ixsun.org Cheers!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,154272,2013-03-01T10:03,Bumpz
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,250963,2013-07-02T22:22,Do I need to bring the receipt? my GE-40 left Shift key a bit problem now. Sometime can sometime cannot.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,562045,2013-07-03T11:08,"souler87 wrote: Do I need to bring the receipt? my GE-40 left Shift key a bit problem now. Sometime can sometime cannot. Yes,, they may required to see your receipt. Thanks"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,598915,2013-09-05T20:09,"just checking , this Funan Service Center is only for MSI notebook or for all MSI products like motherboard , Gfx Card etc ?"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,154272,2013-09-06T13:55,"eiokh65 wrote: just checking , this Funan Service Center is only for MSI notebook or for all MSI products like motherboard , Gfx Card etc ? MSI notebook service center only."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,154272,2014-01-24T18:26,Updated : Operation Hours : Mondays to Saturdays 10:30am - 6:30pm Please take note.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,601403,2014-03-20T20:01,hi where can i reformat my msi ge70?
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,562045,2014-03-25T16:04,"gambitgoh wrote: hi where can i reformat my msi ge70? Hi, If you did not remove the recovery partition, all MSI come with Preloaded recovery. Press F3 after power on to activate the Full recovery. For any enquiry please contact the below service center. Cheers Laptop General Hospital Funan Digitalife Mall #04-26 Tel: 6333 3343"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/notification-change-msi-notebook-service-center-4119843.html,154272,2015-10-14T14:45,"Newest update : Change in MSI Notebook service center. Please take note : Dear customers, Service centre for MSI Laptop, AIO, Cubi & Probox23 has changed to the below: With immediate effect. QCD Technology No 6 Harper Road #02-01, Leong Huat Building Singapore 369674 *next to Tai Seng MRT Tel: +65 6281 1933 support_msi@systemspro.com.sg Working hours: Monday - Friday: 9:00am - 6:00pm Sat: 9:00am - 1:00pm"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,238356,2018-03-30T11:39,How do I connect or sync with aura sync? There's no rgb header connecter on the case.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,4811,2018-03-30T18:56,"sad_xiaoxin wrote: How do I connect or sync with aura sync? There's no rgb header connecter on the case. If you are talking about the RGB in your case, there is no way to connect to your motherboard header, you can only control the case RGB LEDs with on the front I.O pannel at the top of your case, right below your two USB 3 headers."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,238356,2018-03-30T22:15,"KleoZy wrote: If you are talking about the RGB in your case, there is no way to connect to your motherboard header, you can only control the case RGB LEDs with on the front I.O pannel at the top of your case, right below your two USB 3 headers. Impossible.. It's stated aura sync compatible.. There's a connector for linking extra phanteks led but I don't have the 12v,rgb connecter"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,192426,2018-03-30T22:54,"yes, think the cable have to be bought separately"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,280552,2018-03-30T23:40,"_DeS__ wrote: yes, think the cable have to be bought separately Yup, need one of these http://www.phanteks.com/PH-CB_RGB4P.html"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,238356,2018-03-31T10:49,I see.. Thanks.. Got to source where to buy.. Don't see it in sls.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,369,2018-03-31T10:59,"Bizgram have stock, left 4 when I bought one the week before. $10"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/phanteks-escplise-p300-rgb-header-5801275.html,4811,2018-03-31T13:26,"sad_xiaoxin wrote: Impossible.. It's stated aura sync compatible.. There's a connector for linking extra phanteks led but I don't have the 12v,rgb connecter oh my bad. sorry for the misinfo.. I thought with a controller.. it does not allow to connect to an extension.. my apologize again."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,510165,2012-04-24T10:25,"Hi All, ""LIKE"" Corbell Facebook Page, and you stand a chance to win attractive prizes! How To Participate! - By visiting our facebook page, ""LIKE"" our page and gain a chance to win attractive prizes! @ https://www.facebook.com/CorbellTechnology First Event By hitting 300 likes, a Lancool K62 Casing will be given away. Cheers!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,100465,2012-04-24T10:38,current likes or new likes? cos i already liked..lol
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,4511,2012-04-24T10:39,"tErOn wrote: current likes or new likes? cos i already liked..lol same here, liked quite a while back"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,510165,2012-04-24T10:40,"KWSW wrote: same here, liked quite a while back Guys its alright... Random from the 300 guys in there good luck!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,197169,2012-04-24T10:42,"i ""Like"" here le...can count in as bonus??"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,348899,2012-04-24T10:57,"@Corbell wrote: Hi All, ""LIKE"" Corbell Facebook Page, and you stand a chance to win attractive prizes! How To Participate! - By visiting our facebook page, ""LIKE"" our page and gain a chance to win attractive prizes! @ https://www.facebook.com/CorbellTechnology First Event By hitting 300 likes, a Lancool K62 Casing will be given away. Cheers! Posted on my FB page for awareness. Cheers!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,488363,2012-04-24T10:59,"@Corbell wrote: Hi All, ""LIKE"" Corbell Facebook Page, and you stand a chance to win attractive prizes! How To Participate! - By visiting our facebook page, ""LIKE"" our page and gain a chance to win attractive prizes! @ https://www.facebook.com/CorbellTechnology First Event By hitting 300 likes, a Lancool K62 Casing will be given away. Cheers! liked at 285..."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,421632,2012-04-24T11:19,Liked at 292.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,204572,2012-04-24T11:23,i liked since the day i supported corbell lols
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,510165,2012-04-24T11:44,keep it up and running! 300 likes is reaching! Who will be the lucky one
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,295138,2012-04-24T11:56,@Corbell wrote: Guys its alright... Random from the 300 guys in there good luck! I click like and its goes from 299 to 300 likes...
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,510165,2012-04-24T12:01,We had hit 300 likes! The winner of our first event will be announced within the next few days. Second event will be up soon! keep the likes going! Cheers!
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,356836,2012-04-24T12:06,Passed 300 already
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,252315,2012-04-24T14:09,watch out for the next prize give away
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,295138,2012-04-24T14:32,"What if those with multiple accounts click ""like""?"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,257221,2012-04-24T15:03,"moi liked at 323, gotch any chance?"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,490930,2012-04-24T22:19,eeyer i late T_T wanted a new casing de~
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,252315,2012-04-25T11:04,hang on guys for the announcement of the winner
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,154272,2012-04-28T10:35,"longsiew wrote: i ""Like"" here le...can count in as bonus?? clon22 ""likes"" this."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,510165,2012-05-03T12:13,"'Like' Our Facebook Page 2nd round will be rolling out pretty soon. Stay tune for more information! In the meantime, get your friends to 'Like' our page and stand a chance to be the next winner."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,482788,2012-05-03T12:40,i like liao!!!!!!!!!!!
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/%5Bcorbell%5D-like-our-facebook-page-get-chance-win-attractive-prizes-3699707.html,510165,2012-05-04T10:24,"Hi All, 2nd Round!! ""LIKE"" Corbell Facebook Page, and you stand a chance to win attractive prizes! How To Participate! - By visiting our facebook page, ""LIKE"" our page and gain a chance to win attractive prizes! @ https://www.facebook.com/CorbellTechnology Second Event By hitting 500 likes, a Roccat Kova[+] Gaming Mouse will be given away. So hurry up! Get your friends to join in... No time waste... Cheers!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2011-11-14T12:55,"Hi all, Been checking our forum accounts recently and realised that its pretty messy. Here's a break down on our user accounts. For all tech and general tech related issues, please look for : Corbell-Service For sales and product related info, can look for : Bluegrass_Corbell, @Corbell MSI, MSI Twinfrozr club, me Mini-update for my side: With more responsibilities and piling work, I might not always be able to help check for stocks, special indents or special queries. etc Please please call in and check instead. Just for info, @Corbell is a new Corbell featured tag which will be used by the sales and marketing dept. Product and sales info will generally come from them. For chit-chat, can contact me. (J/K) Regarding RMA and sales/RMA reservation : Do not wish go too in-depth into this actually. Just note that standard RMA periods are usually 6-8weeks. It is basically an industry standard. The item is not sent individually which many have that misconception. Its accumulated and sent in bulk as a whole. More info, feel free to check with us More important part is this. Pertaining to RMA/sales reservation. I saw a big stack of cards and accessories ranging from GPUs for exchange, GPUs for loan, 24pin/8pin& SATA modular cables, and even case accessories. After checking with the tech guys, most were reserved by customers who called in to reserve because it was urgent. Some were from online users and some were for sales and purchase. All these ""reserved & urgent"" stuff will be released within a period of 7 days from now on. Some users called/PM to reserve saying it was urgent but never appear in the end or maybe they did come but didn't inform the tech guys. Some were for purchase, some for RMA. If you already had an arrangement prior to your visit, be it PM/call in, please identity youself or inform them when you are here so as to avoid any mis-communication. Updated*"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2012-04-05T11:44,"""Reservation"" shelf full again."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,532933,2012-04-05T12:31,Very very thanks for sharing this post with us ...
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2012-05-31T16:03,"Hi guys, I will be away for approx. 2 weeks from tomorrow(1stJun) onwards. Furthermore, its IT show next week. Expect delayed replies. Preferably for any issues or queries, please call-in instead."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2012-06-13T10:06,"Morning everyone, I'm back. lol"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2012-09-03T09:37,Updated contact list.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-02-18T12:04,"Update : CNY house keeping : I have CDs, manual books, Crossfire cables, memory reservation RMA, RMA uncollected for 6-14mths. All these will be removed for by the end of the mth if still uncollected. :S"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-03-14T13:27,"Update : I will be gone for reservist next week till end of the mth. Please don't PM me unless its just general inquiries that can be replied at a later date. RMA, tech issues wise, please check with Corbell-service or even better, to call in directly. Anything TwinFrozr, please check at TwinFrozr Club or facebook. https://www.facebook.com/MsiTwinFrozrClubSg Twin Frozr Club - www.hardwarezone.com.sg The bros there will help too."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-03-28T10:30,I'm back from reservist!
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-06-03T13:49,"Hi guys, I will not be in SG the whole of this week. Est. to be back sometime next week. Please call in to office or check with Corbell-service if there's anything pertaining to rma. TFC related, please drop a PM or msg in Club thread."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-06-11T17:47,"Back! *If some are enquiring, G45 Gaming shipment delayed due to Dragon-boat festival is a public holiday @ Taiwan/HK/China. @@"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-11-04T18:57,"Just to update thatm I will not be in SG for the whole of this week. Please call in to office straight, if you have any inquires."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2013-11-11T14:03,"Hi guys, I'm back back back! Time to put things back in-order. XD"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,37267,2013-12-14T12:07,Hi if I want to RMA my PSU. Can go down SLS to do it?
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,562045,2013-12-17T09:51,"blazingfield wrote: Hi if I want to RMA my PSU. Can go down SLS to do it? May I know what brand and model are you holding on? If your PSU is within 1 to 1 exchange shop policy, you may bring there. Otherwise you may need to come down to our service center for RMA. Cheers"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2014-01-20T11:10,"Length of RMA periond during CNY period : Please take note that RMA periods will take longer than usual during CNY period. As Tw will have at least 10days off, Cn will be minimm 15days off from factory. They will face manpower shortage after returning from CNY. RMA timing will easily take 8-10weeks or even more depending on the models. Do take note."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2015-01-02T11:28,"clon22 wrote: Length of RMA periond during CNY period : Please take note that RMA periods will take longer than usual during CNY period. As Tw will have at least 10days off, Cn will be minimm 15days off from factory. They will face manpower shortage after returning from CNY. RMA timing will easily take 8-10weeks or even more depending on the models. Do take note. Happy New Year to everyone in HWZ. It is another new year and CNY is around the corner. Please take note of RMA timings during CNY periods. (before and after) This is something that happens every year."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2015-05-29T14:53,"Hi guys, Please note that I will away for the whole of next week. Including a couple of colleagues. We will be gone for Computex.( annual IT exhibition ) I will not be able to get back to any queries promptly. Please call in to our service center if you have any queries. Thanks!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2015-10-14T14:21,"Hi guys, I will not be around for the next couple of days. Will be back on Tuesday 20/10. If there are any queries, please call in to enquire instead. Anything pertaining to RMA, troubleshooting, please call in to service center to check. If it is not urgent, you can drop a PM. Will check when I'm back. Questions on MSI GPUs, free feel to msg in TwinFrozr Club : http://forums.hardwarezone.com.sg/ha...b-3116298.html Cheers."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2015-11-16T10:11,"My PM has been cleared. Apologies, it was full over the weekend."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2015-12-29T11:39,"Hi guys, Please note that we will not be open on Thurs, 31st Dec. Business will resume on Mon, 4th Jan 2016. Wishing everyone a Happy New Year!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-01-22T10:03,"It's another year and CNY is around the corner. Reminder to take note of the length of time for RMA during this period : Please take note that RMA periods will take longer than usual during CNY period. As Tw will have at least 10days(2 weeks) off, Cn(factory side) will be minimum 15days(3weeks) off. Usually, they will face manpower shortage after returning from CNY. RMA timing will easily take 8-10weeks or even more depending on the models. Please take note."
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,124393,2016-02-28T10:12,How's the rma time lead now? Is it still slow with backlogs or now is a good time?  Need RMA a GTX760.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-02-29T10:59,"b3n wrote: How's the rma time lead now? Is it still slow with backlogs or now is a good time?  Need RMA a GTX760. Hi ben, It's back to normal now if new RMA sending. (6-8weeks.)"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-03-02T17:48,"Just a note. I will not be around the rest of the week. Overseas for a short meeting. Will reply PMs when I'm back next week. Anything urgent, please call to office to enquire. Thanks!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-03-08T11:10,Update : I'm back to office. Will slowly clear the outstanding PMs today. Cheers.
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-03-30T15:30,"Hi guys, Just a note. I will not be around the rest of the week. Will be overseas during that time. Will reply PMs when I'm back next week wednesday. Anything urgent, please call to office to inquire. Thanks!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-05-11T18:40,"Update, I will not be around the rest of the week. Will be overseas during that time. Will reply PMs when I'm back next week Tuesday, 17/05. Anything urgent, please call to office to inquire. Thanks!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-05-27T17:34,"Hi guys, Please note that I will not be around for the whole of next week till following Tuesday(7th Jun) For RMA and enquiries, please call in. Sorry, as this whole week very busy too. Thanks!"
https://forums.hardwarezone.com.sg/corbell-ecustomer-service-center-166/re-forums-contact-window-sales-rma-reserved-items-%40-service-center-3483110.html,154272,2016-06-07T13:22,"Ok, just back from overseas. Will reply the PMs later. Cheers."
